id,name,published_at,alternate_url,type,employer,department,area,experience,key_skills,schedule,employment,description,salary_from,salary_to,currency_salary
97146022,Data scientist,2024-04-16T17:42:09+0300,https://hh.ru/vacancy/97146022,Открытая,ПСБ (ПАО «Промсвязьбанк»),"ПАО «Промсвязьбанк», Бизнес и инфраструктура",Москва,От 1 года до 3 лет,"['Python', 'SQL', 'Машинное обучение', 'Data Science', 'MS SQL', 'Machine Learning', 'Базы данных']",Сменный график,Полная занятость,"Ключевые задачи:  Разработка математических моделей оценки вероятности дефолта (Application PD, Behavioral PD, Collection) Разработка и поддержка аналитической отчетности по моделям (PSI, fact vs forecast, KS, lift, gain, roc / GINI показатели) Развитие аналитических витрин для предиктивных моделей (Feature engineering) Постановка требований и осуществлении контроля за доработками IT систем для внедрения разработанных скорингов  Что важно для нас:  Высшее образование физико-математическое, техническое, экономическое Знание математических методов: математической статистики, теории вероятностей, регрессионного анализа Знание основных принципов построения риск-моделей Владение Python, SQL на хорошем уровне Опыт работы с базами данных и владение SAS EM, SAS EG, MS Office (приветствуется) Умение отвечать за вверенные задачи, планировать оптимальное выполнение своих задач с учетом различного рода зависимостей (от внешних партнеров, ИТ, бизнеса) Открытость новым идеям, способность адаптироваться к изменениям  Что предлагаем:  График работы: с пн- пт Официальное оформление в соответствии с ТК РФ Конкурентный уровень дохода: оклад + премии Медицинская страховка, страховка для выезжающих за границу Доплата к отпуску и больничному листу Дополнительные льготы при заключении брака и рождении детей Социальная поддержка при сложных жизненных ситуациях Льготное кредитование для сотрудников Обучение в корпоративном университете банка Корпоративная библиотека ",,,
98214631,Data Scientist,2024-05-02T10:29:40+0300,https://hh.ru/vacancy/98214631,Открытая,Европлан,,Москва,От 1 года до 3 лет,"['Pandas', 'Python', 'PostgreSQL', 'ML', 'SQL', 'Transact-SQL', 'sklearn', 'Machine Learning', 'sns', 'plotly', 'Data Science']",Удаленная работа,Полная занятость,"Мы делаем автомобили доступными. Если тебе интересна стремительно растущая отрасль автолизинга – мы поможем тебе стать частью будущего нашей большой компании! О команде:   Молодая дружная и инициативная (9 человек); Система наставничества (за каждым сотрудником закрепляется старший сотрудник); Занимаемся реальными задачами по анализу и развитию продуктов бизнеса; Каждую задачу проводим через призму адекватности и логичности; Занимаемся различными типами задач DS:   Классический анализ – исследования, дизайн/итоги А/В; Простые автоматизации на sql, python; ML решения.   Открыты для новых инструментов, всегда изучаем рынок, пробуем интегрировать у себя Не занимаемся отчётностью компании - для этого есть отдельная команда DE.  Обязанности:  Помощь бизнесу в проверке гипотез и принятии правильных решений на основе данных; Построение и обслуживание ML-моделей; Проведение экспериментов, А/В тестов: дизайн метрик, запуск тестов и анализ результатов; Выбор и расчёт продуктовых метрик и бизнес-метрик при реализации проектов; Поиск причин сильных отклонений ключевых метрик, точек роста и направлений развития продукта;   Ad-Hoc аналитика для поддержки принятия продуктовых решений (SQL/Python); Написание SQL запросов, работа с данными и автоматизация процессов на MS SQL Server и PostgreSQL (формирование датасетов и их последующий анализ с Python).  Требования:  Продвинутый уровень владения математикой и статистикой; Опыт работы с классическим стеком алгоритмов машинного обучения (задачи классификации и регрессии) и их основных метрик; Знание ООП будет плюсом;   Навыки разведывательного анализа данных, поиска закономерностей и отклонений; Опыт работы с SQL (сложные запросы, оконные функции); Опыт проведения А/В тестов; Знание основ Git; Знание «воронки продаж», кластеризация и временные ряды будет плюсом.    Условия:  Официальное трудоустройство в штат компании по ТК. Возможен удаленный режим работы.  Добровольное медицинское страхование, дежурный врач в офисе. Оплачиваемый больничный: в соответствии с ТК РФ+100% компенсация от компании до 10 дней больничного. Оплачиваемый отпуск: 28 календарных дней. Корпоративные предложения для сотрудников: скидки на автомобили от автопроизводителей, программа лизинга для физических лиц. Возможность обучаться 24/7 в любое время и в любом месте, в том числе со смартфона. Удобный и быстрый поиск информации в Базе знаний Компании. Программа управления талантами. Широкий выбор профессиональной литературы в корпоративной электронной библиотеке. Наставничество со стороны коллег и поддержка руководителя с первого дня работы. Развитие компетенций через современные форматы обучения: интерактивные тренинги, развивающие бизнес-игры, обратная связь после оценочных мероприятий. Яркая корпоративная жизнь. Комфортный офис: столовая и кафе в бизнес центре. ",,,
97459170,Data Scientist,2024-04-19T17:35:33+0300,https://hh.ru/vacancy/97459170,Открытая,Фертоинг,,Санкт-Петербург,От 1 года до 3 лет,"['Аналитическое мышление', 'NLP', 'Python', 'ML/DL']",Полный день,Полная занятость,"Обязанности:  Разработка, тестирование и внедрение алгоритмов машинного обучения (CV, NLP) в соответствии с поставленными задачами Участие в разработке / проверке гипотез, интерпретации результатов и оценке качества разработанных моделей Подготовка прототипов и проектирование архитектуры решений на базе искусственного интеллекта Исследование новейших ML-технологий, предложение идей для улучшения качества моделей  Требования:  Высшее образование Английский язык на уровне В1-Intermediate Хорошие знания и опыт практического применения теории вероятностей и математической статистики, методов машинного обучения и искусственного интеллекта Знание Python, ML/DL, основных CV и NLP инструментов (трансформенные модели, модели на основе сверток; pyTorch/Tensorflow; numpy, pandas, OpenCV и др.) Опыт обучения и внедрения моделей ML/DL (в частности, в области компьютерного зрения) Опыт оптимизации обучения/работы моделей и контроль их качества Знание принципов компьютерного зрения и обработки изображений  Условия:  Финальный размер заработной платы обсуждается по результатам собеседования ",,,
83575438,Senior Data Scientist в команду «Матчинг»,2024-05-07T12:24:06+0300,https://hh.ru/vacancy/83575438,Открытая,Профи (profi.ru),,Москва,От 3 до 6 лет,"['Python', 'SQL', 'Spark', 'Базы данных', 'PHP', 'ClickHouse', 'Elastic Search', 'MySQL', 'SCALA', 'TypeScript']",Удаленная работа,Полная занятость,"Привет! Я Андрей, тимлид команды матчинга в маркетплейсе услуг Профи. Сейчас нас четверо: три ML-инженера и я. Наша команда разработала и развивает несколько ML-моделей ранжирования и регрессии, от работы которых зависят эффективность нашего сервиса. Мы не только собираем датасеты и обучаем модели, но и формулируем признаки, доводим их расчёт до прода, продумываем сценарии с предсказанием алгоритмов, настраиваем пайплайны данных, мониторим стабильность и качество моделей. Мы ищем опытного дата-сайентиста, который поможет команде найти направления для улучшения матчинга, делать больше R&amp;D и быстрее доводить исследования до реализации. Начнёшь с погружения в существующие модели и их развитие, затем перейдёшь к разработке новых моделей и их внедрению. ТЕХНОЛОГИИ Python, Apache Spark, ClickHouse, Elasticsearch, MySQL. ЗАЧЕМ ТЕБЕ К НАМ  Делать действительно интересные проекты. У большинства наших задач нет готовых решений. Приходится ломать голову, что именно нужно оптимизировать и какую метрику улучшить.  Решать, как лучше выполнить задачу. Мы верим, что сильному специалисту достаточно сформулировать цель, а он сам найдёт способы её достижения. Мы обсуждаем продуктовые решения всей командой, где каждый может высказаться, поспорить и предложить свою идею. Видеть результат своей работы. Матчинг — одна из ключевых технологий маркетплейса. Мы отвечаем за сервисы, которые напрямую влияют на важные метрики компании.  ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ   Помогать развивать один из ML-треков компании или взять его полностью на себя (зависит от твоих навыков и желания):   Эффективность ранжирования заказов в личном кабинете специалистов. Хотим научиться не просто показывать специалистам релевантные заказы, но и понимать, какие заказы принесут больше пользы специалистам, клиентам и маркетплейсу. Повышение качества отбора кандидатов для выполнения заказа. Иногда клиенты предпочитают не ждать откликов, а писать специалистам напрямую. Хотим в таких случаях показывать более точный список подходящих и активных специалистов. Разработка признаков и алгоритмов, которые помогут «смэтчить» специалистов и заказы.   Влиять на вектор развития инфраструктуры работы с данными и деплоя моделей: как сократить путь от исследования до продакшена. Проводить A/B-тестирование алгоритмов, участвовать в обсуждении и анализе результатов.  ЧТО НУЖНО, ЧТОБЫ К НАМ ПРИСОЕДИНИТЬСЯ   Знание SQL и Python — пишешь чистый и надёжный код. Понимание основных принципов и алгоритмов машинного обучения, знаешь, что такое Operations Research. Аналитическое и бизнес-ориентированное мышление. Сможешь вникнуть в задачу на этапе бизнес-постановки, разобраться в работе продукта, выделить главное и довести до математической модели. Хорошая математическая подготовка. Знаешь статистику и теорию вероятностей. Понимаешь, как рассчитать производную сложной функции и перемножить матрицы. Здорово, если есть опыт работы с Causal Inference и NLP.  ЧТО МЫ ЗА ЭТО ПРЕДЛАГАЕМ   Зарплату в рынке или выше. Пересматриваем зарплату и грейд два раза в год. Свободный формат работы. Мы не контролируем рабочее время и количество часов, проведённых за компьютером. Можно ходить в офис в Москве, работать из дома или путешествовать по миру. Главное — выполнять свои задачи, ходить на общие встречи и не подводить команду :) Опционы тем, кто круто себя проявит. Будешь брать большие проекты, развиваться и вдохновлять команду своим примером – они твои. Бесплатный ДМС со стоматологией. Выбрали лучшие клиники в РФ и СНГ. В других странах компенсируем походы к врачу или мед. страховку, которую ты выберешь. Современную технику — выдаём ноутбук и другие нужные для работы инструменты. Завтраки в офисе на Ходынском поле (10 минут от метро «ЦСКА» и 5 минут транспортом от метро «Аэропорт»): запеканки, каши, лосось и авокадо, омлеты, круассаны и другая вкуснятина. Работу в IT-компании, аккредитованной в Министерстве цифрового развития. Обучение и развитие. Оплачиваем профильные курсы, участие в конференциях и митапах. Проводим хакатоны и тренинги, разработали сильную программу для пипл-менеджеров. Бесплатный доступ к электронной библиотеке Альпина или 50% оплата подписки на другие библиотеки. Если предпочитаешь бумажные книги — полка в офисе в твоём распоряжении :) Вечеринки, которые сложно назвать корпоративом. Мы любим создавать движ вместе: покоряем склоны в Сорочанах, отдыхаем на вилле в Турции, собираемся на online-party из разных городов из стран. Но наша главная гордость и традиция — Профикэмп. Скидки на услуги специалистов Профи — компенсируем 3000 рублей от стоимости заказа. Раз в год можно выбрать одну из «плюшек» с оплатой 50/50: психотерапия, спорт, check-up организма, коворкинг, обустройство рабочего места дома или парковка около офиса. ",330000.0,450000.0,RUR
92510030,Data scientist (Департамент развития отношений с клиентами),2024-05-06T09:56:21+0300,https://hh.ru/vacancy/92510030,Открытая,Банк Русский Стандарт,,Москва,От 1 года до 3 лет,"['Аналитика продаж', 'Oracle Pl/SQL']",Полный день,Полная занятость,"Обязанности:  Построение скоринговых моделей в Python Постановка готовых моделей на ежедневный расчет Подготовка отчетов и рекомендаций по использованию моделей. Регулярное отслеживание характеристик и валидация моделей Формирование отчетов и сегментации клиентской базы; Формирование предложений по внедрению новых подходов к сегментации клиентов Банка; Подготовка презентаций и визуализация данных. Интеграция моделей в продажи  Требования:  Опыт работы в Банках или Аналитике от 1 года; Опыт построения скоринговых моделей от 1 год; Знание SQL( желательно - Oracle PL/ SQL); Python - обязательно; MS Excel: формулы, графики, сводные таблицы - уверенный пользователь; Опыт работы с большим объемом информации - сбор, систематизация и обработка статистической информации; Подготовка аналитических материалов, презентаций, визуализация данных. Аналитический склад ума, внимательность, ответственность, готовность работать в условиях сжатых временных рамок, умение грамотно изложить мысли;  Условия:  Достойный уровень оплаты труда, обсуждается индивидуально по итогам собеседования с руководителем; ДМС; Официальное трудоустройство (согласно ТК РФ); График работы: 5/2 (10:00-19:00) - работа в офисе! Корпоративные скидки сотрудникам от компаний – партнеров (спорт, красота, здоровье, путешествия, рестораны и прочее). Корпоративный волейбол, футбол; Офис располагается в шаговой доступности от ст.м. &quot;Партизанская&quot;, МЦК - &quot;Измайлово&quot; (7 мин.). ",150000.0,,RUR
94920601,Data Scientist middle или senior (переезд в город Тюмень),2024-04-22T09:25:23+0300,https://hh.ru/vacancy/94920601,Открытая,Тюменский нефтяной научный центр,,Тюмень,От 1 года до 3 лет,[],Полный день,Полная занятость,"«Тюменский нефтяной научный центр» - головной институт ПАО «НК «Роснефть» по направлению «Наука в разведке и добыче», является аккредитованной организацией, осуществляющей деятельность в области ИТ, включен в перечень организации, предоставляющих возможность бронирования.  Обязанности:   Создание моделей машинного обучения для широкого спектра задач нефтегазового бизнеса (от классификаторов на табличных данных, до CV в экологии);   Тестирование, доработка и внедрение моделей в production;   Работа со специалистами нефтегазовой области для поиска узких мест бизнес-процессов и подбора решений на базе ML.   Требования:   Опыт реализации и применения моделей машинного обучения;   Понимание основных методов и алгоритмов Machine Learning и Deep Learning (CV, NLP);   Язык программирования: Python;   Владение: sklearn, scipy, pytorch, Git, Docker;   Будет являться преимуществом:   Владение DVC, ML Flow;   Способность ознакомиться с новой ML-статьей и реализовать предлагаемый в ней подход;   Опыт работы с БД   Условия:   Официальное трудоустройство по ТК РФ;   ДМС, санаторно-курортное лечение;   Страхование жизни и здоровья;   Жилищная программа и программа негосударственного пенсионного обеспечения;   Работа в городе Тюмени (офис в центре города)  ",,,
97251820,Data Scientist NLP,2024-04-17T17:43:52+0300,https://hh.ru/vacancy/97251820,Открытая,Axenix (ранее Accenture),,Москва,От 1 года до 3 лет,"['Machine Learning', 'Natural language processing', 'Математическая статистика', 'Python', 'Data Science', 'Математический анализ', 'Математическое моделирование', 'Deep Learning', 'Numpy', 'Pandas', 'Big Data', 'Машинное обучение']",Удаленная работа,Полная занятость,"Компания «Axenix» – это:   Правопреемник «Аксенчер» на российском и казахстанском рынке, сохранивший традиции, ценности и знания международной компании   Около 2 000 сотрудников в Алматы, Москве, Твери, Ростове-на-Дону, Краснодаре, Санкт-Петербурге   30-летний опыт успешной реализации комплексных цифровых трансформаций и глубокое понимание индустриальной специфики   Широкий спектр услуг по выполнению полномасштабных end‑to‑end проектов: от создания бизнес- и ИТ‑стратегий до их полноценного внедрения, включая разработку технологических решений, программного обеспечения, приложений и аутсорсинг   Широкое знание технологий и тенденций их развития для поиска альтернативных решений по импортозамещению   Почему Axenix? Если ты тоже мечтаешь совершенствовать то, как работает и живёт мир, хочешь применять на практике новые технологии, ценишь себя и своё окружение, присоединяйся к команде Axenix. Вместе мы найдем решения самых сложных задач и создадим новое будущее. На данный момент мы ищем Data Scientist NLP в команду Applied Intelligence. Направление Applied Intelligence – это объединение человеческой изобретательности и интеллектуальных технологий, которое помогает перестраивать бизнес, добиваясь максимальной эффективности, позволяя нашим клиентам решать самые сложные задачи. Чем предстоит заниматься:  Формализация бизнес-задач в терминах эксперимента исследования данных, описание требований к методологии и исходным данным Подготовка данных для эксперимента: сбор, очистка, трансформация, создание и отбор переменных Алгоритмизация экспериментов машинного обучения и вспомогательного инструментария Презентация и защита результатов исследования  Мы ожидаем, что у тебя есть:  Высшее техническое/математическое/экономическое Знания в области Natural language processing Хорошее знание математики, статистики, алгоритмов машинного обучения и областей их применения, а также применения различных метрик качества к основным видам задач Наличие сертификатов профильных оффлайн или онлайн курсов (Яндекс/МФТИ/Coursera/EdX/Udacity или аналогичные) Хорошие навыки программирования на Python/R Опыт применения библиотек для решения задач: статистического анализа (numpy, pandas), машинного обучения (sklearn, бустинги), построения нейронных сетей актуальных архитектур (tensorflow, keras, caffe, pytorch), визуализации (matplotlib), интеграции с источниками и трансформации данных Примеры реализованных проектов на github, butbucket, или в виде статей Опыт построения математических моделей и моделей машинного обучения “с нуля” Опыт работы с SQL и базами данных  Будет преимуществом:  Опыт разработки решений в области дискретной оптимизации Успешный опыт участия в конкурсах машинного обучения (Kaggle, Хакатоны и аналогичные) Опыт работы с временными рядами, обработкой текстовых данных Опыт работы с Hadoop/Spark Опыт front-end или back-end разработки  Мы предлагаем:  Динамичную работу без рутины в ведущей аккредитованной IT компании Проекты в разных индустриальных направлениях с передовыми технологическими решениями и современной архитектурой приложений Конкурентоспособный уровень дохода, годовые бонусы и регулярное повышение по результатам Performance Review Культуру непрерывного обучения: сертификация, online и offline обучение в России, менторство в профессиональном развитии Гибридный или удаленный формат работы ДМС с первого месяца работы, включая стоматологию, в лучших клиниках твоего города для сотрудника и его семьи (жена/муж, дети до 18 лет) Страхование жизни в размере годового оклада сотрудника Дополнительные 5 дней оплачиваемого отпуска в год Программа корпоративных привилегий PrimeZone Участие в корпоративных спортивных и развлекательных мероприятиях за счет компании (йога, забеги, тренировки – футбол, волейбол, баскетбол) ",,,
98269072,Data Scientist (модели кредитного риска),2024-05-02T17:38:55+0300,https://hh.ru/vacancy/98269072,Открытая,БАНК УРАЛСИБ,,Москва,От 1 года до 3 лет,[],Полный день,Полная занятость,"Привет! Банк Уралсиб ищет ведущего эксперта направления моделирования в команду рисков малого бизнеса. Наша команда определяет стратегию кредитования, а также управляет риском уже сформированного портфеля. Мы стремимся к максимальной автоматизации и ускорению принятия решений за счет использования моделей оценки риска заемщика на основе внутренних и внешних данных. Чем предстоит заниматься  разработкой моделей оценки и прогнозирования кредитного риска аналитическим сопровождением процесса управления кредитным риском  Наш стек:  SQL (MS, Oracle), Python, R (Shiny) Confluence, Jira  Наши ожидания  высшее образование (математическое, финансовое, экономическое и т.п.) опыт разработки и внедрения DS-решений от года опыт работы в банковской сфере или кредитовании приветствуется уверенное владение инструментами анализа данных и машинного обучения: SQL, Python, R знание теоретических основ машинного обучения развитое логическое мышлением и внимательность  Мы предлагаем  официальное трудоустройство по ТК РФ с первого дня работы официальная заработная плата два раза в месяц график работы 5/2, можно работать удаленно ежегодный отпуск, больничный, льготное ДМС, дополнительные дни к отпуску возможные годовые премии за успехи в работе работа в стабильном развивающемся банке ",,,
94606498,Бизнес-аналитик со знанием SQL (удаленно)/Data scientist,2024-05-08T16:01:26+0300,https://hh.ru/vacancy/94606498,Открытая,ПКБ,,Москва,От 1 года до 3 лет,"['Работа в команде', 'SQL', 'Умение работать в коллективе', 'Умение планировать', 'Планирование карьеры']",Удаленная работа,Полная занятость,"ПКБ — технологичная клиентоориентированная компания, которая с 2005 года помогает решать клиентам вопросы задолженности наиболее выгодным и комфортным образом. Условия:  Конкурентная заработная плата (оклад+премия); График работы 5/2 с 09.00 до 18.00; Официальное трудоустройство согласно ТК РФ; Профессиональное развитие и перспективы карьерного роста - мы ценим и поддерживаем амбиции, подкрепленные результатами; Материальные выплаты для сотрудников (при рождении детей, в случае болезни и т. д.); Подарки детям на Новый год; ДМС с первого рабочего дня; Конкурсы с крутыми наградами: сертификаты Ozon, техника и аксессуары Apple; Насыщенная корпоративная жизнь: игры в Мафию, Квиз, выездные тимбилдинги; Бонус за каждого, кто присоединится к нашей команде по твоей рекомендации 20 000 руб.  Обязанности: Данная позиция предполагает решение следующего круга задач, которые впоследствии будут закреплены в должностной инструкции;  Анализ данных. Анализ поведения клиентов; Формирование выгрузок по заданию; Взаимодействие с контрагентами в части данных; Выстраивание процессов обработки и очистки данных на каждом этапе жизненного цикла  Требования:  Высшее образование; Обязательно знание sql (oracle), excel - продвинутый пользователь, желательно знание Phyton Программа ДМС. ",,,
98794058,Data Scientist,2024-05-13T12:53:03+0300,https://hh.ru/vacancy/98794058,Открытая,Путь Солнца,,Самара,От 1 года до 3 лет,"['Python', 'SQL', 'MS SQL', 'Аналитические исследования', 'Математическое моделирование']",Полный день,Полная занятость,"Кого мы ищем:Data Scientist ( Python )Команда / Продукт  В данный момент, создаем мобильное приложение и комплексный веб-портал &quot;здоровья&quot; ( медицина + фитнес + питание ).В основе - клиентские сервисы для этих основных модулей: оплаты, обучения, рекомендательные системы, «компьютерное зрение» и т.п.Взаимодействие в команде широкое и довольно разнообразное:Продуктовая команда от маркетинга, врачи, фитнес-тренеры,и непосредственно ИТ-команда разработки ( фронтэнд и бэкенд, дизайнеры).Задачи и ожидаемые результаты:Парсинг информации;Поиск датасетов, построение на их основе и имеющихся в системе данных моделей;Анализ данных и формирование инструментария принятия решений. Ожидания от кандидатаОсновные требования:• Опыт разработки на Python от 1 года;• Знание библиотек Pandas и Numpy, Matplotlib и Seaborn;• Умение проводить исследования данных, включая извлечение, обработку, анализ, визуализацию и интерпретацию данных;• Опыт работы с большими объемами данных, их поиском во внешних источниках и обработкой.• Знание статистических методов и алгоритмов машинного обучения. Опыт работы с библиотеками машинного обучения, такими как scikit-learn;• Умение создавать web scraping скрипты и работать с различными форматами данных, такими как JSON или XML;• Опыт работы с Linux и командной строкой;• Опыт работы в системе контроля версий Git. Твои преимущества:• ​​​​​​​Понимание принципов информационной безопасности и защиты данных.• Знание баз данных и опыт работы с СУБД, такими как MySQL, PostgreSQL или MongoDB.• Опыт работы с API и способность интегрировать API в приложения.• Опыт в создании и работе с ботами (чат-боты, боты для социальных сетей и т.д.)• Опыт работы с библиотеками машинного обучения, такими как TensorFlow, PyTorch.• Опыт работы с системами управления проектами. Что предлагаем мы:   Карьерный рост (В перспективе ты Datascience Lead и по мере развития проекта «выращиваешь» датасаентистов под своим началом. Предоставляем всю необходимую для работы технику; ​​​​​​​Компенсации расходов на профильное обучение, курсы;​​​​​​​  Наши условия:  Удаленный формат работы, полная занятость;С 9:00 до 18:00 по Московскому времени. Оформление по ТК РФ, отпуска, больничные, полный соц.пакет; Испытательный срок 2 месяца;  Откликайся на вакансию прямо на портале и после отклика тебя ждет:  общение с рекрутером техническое интервью и встреча с руководителем проекта.  Мы ждём тебя в команде SunPath, до встречи!  ",80000.0,120000.0,RUR
97352768,Data Scientist,2024-05-12T12:44:00+0300,https://hh.ru/vacancy/97352768,Открытая,СБЕР,Сбер для экспертов,Москва,От 1 года до 3 лет,[],Полный день,Полная занятость,"Блок «Управление благосостоянием» объединяет в себе управление активами, пенсионный и страховой бизнес Сбербанка. Широкая линейка продуктов реализуется во всех бизнес-сегментах: розничный и корпоративный блоки, CIB и Private banking. Команда AI Services трайба Инвестиции и накопления блока Управление благосостоянием ПАО Сбербанк в поисках Data scientist Команда занимается исследованиями, разработкой и выводом в пром моделей для задач в области улучшения клиентского опыта по инвестиционным и накопительным продуктам. Спектр и характер задач предполагает применение широкого инструментария ML, DL, статистики. Обязанности  разработка, поддержка и развитие ML-моделей, нейронных сетей для сервисов / продуктов трайба анализ данных и проверка гипотез при помощи инструментов программирования и анализа данных консультирование заказчика при постановке/ утверждении задачи при необходимости консультирование на этапе реализации/ автоматизации моделей на этапе внедрения/ тиражирования при необходимости определение требований к перечню, объему и качеству данных, необходимых для решения бизнес-задачи подготовка прототипа для тестирования/ пилотирования/внедрения в том числе MLOps решений при необходимости подтверждение выполнения требований к данным для перехода на этап &quot;моделирование&quot; формирование предложений по решению бизнес-задач аналитическими способами/ методами.  Требования  законченное высшее техническое образование знания в области теории вероятностей, статистики, эконометрики, оптимизации, численных методов понимание ML-моделей (регрессии, классификации, кластеризация и т. д.), достаточное для отсечения заведомо плохих моделей на старте решения умение построить пайплайн для полного решения задачи: получение данных (PySpark, SQL, Excel, etc), обработка данных (Pandas, etc), визуализация данных (Seaborn, etc) хорошие навыки программирования, знание Python, PySpark, SQL знание библиотек машинного обучения (Numpy, Pandas, SkLearn) знание одного из DL фреймворков (предпочтительно Pytorch) знание стека технологий для работы с большими данными (Spark, Hive) плюс будет знание Java, Scala, понимание основ DEVOps и MLOps.  Условия  стабильный оклад и социальная поддержка сотрудников расширенное ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких льготные условия кредитования для каждого сотрудника бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: СберМаркет, Самокат, Еаптека, Мегамаркет корпоративная пенсионная программа корпоративное обучение за счет компании реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей корпоративный спортзал и скидки в спортзалы-партнеры скидки на продукты Сбера и компаний-партнеров. ",,,
