id,name,published_at,alternate_url,type,employer,department,area,experience,key_skills,schedule,employment,description,salary_from,salary_to
96522089,Аналитик по машинному обучению / ML-аналитик / Data Scientist,2024-05-06T10:53:17+0300,https://hh.ru/vacancy/96522089,Открытая,Московская Биржа,,Москва,От 1 года до 3 лет,"['Python', 'SQL']",Удаленная работа,Полная занятость,"В 2022 году Московской бирже исполнилось 30 лет. Мы появились вместе с современной Россией и за эти годы с нуля создали рынок инвестиций. Сегодня миллионы людей и тысячи компаний доверяют нам и пользуются нашей инфраструктурой.  Ежедневно на наших торговых платформах совершаются миллионы транзакций в минуту – без задержек, без перебоев. Мы храним в депозитарии цифровые записи о каждом активе, который торгуется на бирже. Мы следим за тем, чтобы все операции соответствовали правилам торгов и требованиям регуляторов.  А еще мы активно развиваемся и давно вышли за рамки классического биржевого бизнеса.  Мы разрабатываем и поддерживаем платформы, которые соединяют финансовые компании и клиентов, Мы идем на внебиржевой рынок и создаем на нем удобные сервисы, Мы открываем новые возможности для инвесторов, корпораций, банков. Мы развиваем финансовую культуру страны.  В #moexteam уже больше 2200 человек: ИТ-специалисты и эксперты по развитию рынков, продуктовые и проектные менеджеры, финансисты и юристы, маклеры и многие другие. Мы разные, но всех нас объединяет общая цель – помочь людям и компаниям управлять деньгами, используя передовые технологии и знания. В Управлении развития клиентской базы открыта вакансия «Аналитик по машинному обучению». Чем предстоит заниматься  Решение через ML задач скоринга клиентской базы на определение оценки вероятности приобретения клиентом продуктов (PTB-модели) Решение задач оптимизации выбора для сокращения расходов на коммуникации Стресс-тестирование портфелей в зависимости от вероятности оттока клиентской базы Модели для рекомендательной системы робоэдвайзинга Участие в разработке архитектуры ML-платформы.  Мы ожидаем от вас  Уверенное владение Python (умение писать чистый и воспроизводимый код и править чужой), SQL, Spark Понимание базовых ML-алгоритмов и библиотек, мат. статистики, опыт моделирования и решения задач оптимизации с помощью линейного программирования Опыт продуктовой ML-разработки (полностью контролируешь пайплайн разработки модели, включая постановку задачи, исследование алгоритмов, CI/CD, тестирование, мониторинг) Опыт самостоятельной работы с продуктовыми гипотезами: от формулирования гипотезы до грамотной оценки результатов A/B-теста Инициативность. Умение высказывать мнение, доносить его до коллег и принимать ответственные решения.  По вакансии возможен полностью удаленный формат работы.  ",,
98435862,Ведущий специалист по аналитике данных,2024-05-06T09:17:22+0300,https://hh.ru/vacancy/98435862,Открытая,АЛЬФА-БАНК,,Минск,От 1 года до 3 лет,"['Анализ данных', 'Аналитика', 'Аналитическое мышление', 'MS Power BI', 'Сводные таблицы', 'SQL', 'Работа с большим объемом информации', 'Визуализация данных', 'Анализ бизнес показателей', 'Сбор и анализ информации', 'Работа с базами данных', 'Интернет-эквайринг', 'R-studio']",Полный день,Полная занятость,"Добро пожаловать в команду Альфа-Банка! Альфа один из крупнейших инновационных банков Беларуси.Мы динамично развиваемся во всех сегментах бизнеса.Мы меняем представление о традиционном банкинге, ориентируясь на потребности каждого, обеспечивая удобство и доступность услуг для наших клиентов. Присоединяйся к команде Департамента развития продуктов для среднего и корпоративного бизнеса в роли ведущего специалиста по аналитике данных! Ключевые задачи:  работа с большими объемами данных, анализ их на предмет отклонений, оценка качества; формирование и предоставление регулярной отчетности, анализ показателей; участие в процессе автоматизации отчетности, а также разработке новых продуктов; сбор/анализ требований со стороны внутреннего заказчика; участие в процессе формирования витрины данных; создание дашбордов для отслеживания метрик в Power BI; работа с БД (выгрузка данных, анализ информации, решение оперативных запросов от подразделений).  Пожелания к кандидатам:  знание основ программирования, пакетов статистического анализа; опыт работы с большими массивами данных; навыки работы с пакетом Microsoft Office: Excel (формулы, сводных таблицы), PowerPoint; навыки построения аналитической отчетности и дашбордов; внимание к деталями и изучению данных; знание R-studio/SQL/Power BI, опыт работы (разработка продуктов/интернет-эквайринг/анализ данных) будет преимуществом.  Вакансия временная, на время отпуска по уходу за ребенком основного сотрудника, с возможностью дальнейшего трудоустройства на постоянное место в аналогичной должности. Формат работы: удаленный.",,
98590523,Старший аналитик данных,2024-05-08T08:48:06+0300,https://hh.ru/vacancy/98590523,Открытая,Московская Биржа,,Москва,От 1 года до 3 лет,[],Полный день,Полная занятость,"В 2022 году Московской бирже исполнилось 30 лет. Мы появились вместе с современной Россией и за эти годы с нуля создали рынок инвестиций. Сегодня миллионы людей и тысячи компаний доверяют нам и пользуются нашей инфраструктурой.  Ежедневно на наших торговых платформах совершаются миллионы транзакций в минуту – без задержек, без перебоев. Мы храним в депозитарии цифровые записи о каждом активе, который торгуется на бирже. Мы следим за тем, чтобы все операции соответствовали правилам торгов и требованиям регуляторов.  А еще мы активно развиваемся и давно вышли за рамки классического биржевого бизнеса.  Мы разрабатываем и поддерживаем платформы, которые соединяют финансовые компании и клиентов, Мы идем на внебиржевой рынок и создаем на нем удобные сервисы, Мы открываем новые возможности для инвесторов, корпораций, банков. Мы развиваем финансовую культуру страны.  В #moexteam уже больше 2200 человек: ИТ-специалисты и эксперты по развитию рынков, продуктовые и проектные менеджеры, финансисты и юристы, маклеры и многие другие. Мы разные, но всех нас объединяет общая цель – помочь людям и компаниям управлять деньгами, используя передовые технологии и знания. В Группе финансового моделирования открыта вакансия «Старший аналитик данных». Чем предстоит заниматься  Расчет продуктовых и бизнес метрик (PL, LTV, маржинальность, доходность и т.д.) Маркетплейса; Расчет экономической эффективности бизнес-инициатив продуктовых команд; Оценка финансовых показателей текущей деятельности (план/факт); Доработка методологии расчетов финансовых метрик, постановка ТЗ на разработку витрин данных; Формирование отчетности (BI, Excel).  Мы ожидаем от вас  Опыт расчета финансовых бизнес-метрик (PL, LTV, Unit-экономика); Понимание финансового/управленческого учета на предприятии; Знание Excel и BI, SQL будет являться преимуществом; Опыт визуализации финансовых данных. ",,
96508339,Data Analyst / Аналитик данных,2024-05-06T14:54:31+0300,https://hh.ru/vacancy/96508339,Открытая,Альфа Капитал,,Москва,Нет опыта,"['Python', 'SQL', 'Pandas', 'Numpy', 'PowerBI', 'apache airflow', 'sklearn', 'junior']",Полный день,Полная занятость,"Привет! Если вам интересна тема инвестиций, то мы в Альфа-Капитал как раз &quot;делаем это&quot; - мы занимаемся доверительным управлением. Если вы когда-нибудь слышали о паевых инвестиционных фондах, то мир наших продуктов будет вам уже отчасти понятен. Также у нас можно открыть ИИС и даже сформировать индивидуальную стратегию. В общем, мы - это умные инвестиции с профессионалами! Входим в ТОП-5, в цифрах это: 1 трлн рублей под управлением, более 1 млн клиентов, +600 человек в компании. За последние 5 лет наши активы выросли в 5 раз, а количество клиентов - в 15! У нас нет адовой бюрократии и есть немного хаоса, который есть всегда, когда компания переживает рост, а значит перемены. У нас гибкие процессы, адекватные руководители, реально есть свобода и с другой стороны – ответственность, возможность влиять и менять все, если мы понимаем, что продукт станет лучше. Мы в поисках Аналитика данных в команду, которая занимаемся маркетинговыми кампаниями в рамках вторичных продаж Какие задачи вас ждут:   Анализ клиентской базы и выявление зависимостей между параметрами клиентов и последующими оттоком/докупками   Сегментация клиентской базы УК   Анализ эффективности регулярных и пилотных кампаний.   Проведение A/B тестов, поиск различных точек роста эффективности коммуникаций с клиентами   Создание отчетности на PowerBI по вторичным коммуникациям в разрезе различных срезов.   Ad-hoc аналитика   Что хотели бы видеть у вас:  Высшее техническое/математическое образование Отличное знание SQL и баз данных Знание математической статистики, предиктивной аналитики и опыт их применения на практике Уверенное знание Python (использование библиотек pandas, sklearn, numpy)  Что мы предлагаем:  ЗП в рынке, есть ежегодный пересмотр, все прозрачно и договариваемся в моменте - это не тот вопрос, который мы не можем решить Условия: все по ТК, ДМС со стоматологией, страховкой + скидка на подключение близких, мощное железо, скидка в World Class&amp;UFC Gym, библиотека МИФ, английский от Skyeng со скидкой, чай/кофе, снеки, фрукты и автомат Вкусвилл в офисе - все, для того чтобы работать и жить было в радость Формат: гибрид - 2-3 дня в неделю в офисе на &quot;Маяковской&quot;, остальное - удаленно ",,
97927861,Аналитик данных,2024-05-07T16:57:57+0300,https://hh.ru/vacancy/97927861,Открытая,ТЕЛЕКОНТАКТ,,Москва,От 3 до 6 лет,"['SQL', 'Power BI', 'Работа с базами данных', 'Аналитическое мышление', 'Анализ данных', 'MS PowerPoint', 'MS SQL', 'MS Power BI', 'Проведение инвентаризаций', 'Подготовка презентаций', 'Python']",Полный день,Полная занятость,"Телеконтакт – один из крупнейших аутсорсинговых колл-центров России. Наши клиенты – самые значимые и известные b2c компании (банки, страховые, операторы связи, FMCG, интернет-магазины, интернет-провайдеры и т.д.), которым требуются сотни тысяч удаленных взаимодействий с их клиентами в месяц. Мы входим в тройку лидеров отечественной отрасли по подтвержденным оборотам (Источник: РБК «Российский рынок аутсорсинговых call-центров»; iKS-Consulting). В связи с расширением, в нашу команду требуется Аналитик данных Что ждём от тебя: 1. Опыт работы аналитиком данных от 3 лет; 2. Умение работать с различными источниками данных и их структурами; 3. Умение сопоставлять данные из разных систем и делать комплексную аналитику; 4. Опыт разработки отчетов или подготовки сложных презентаций – графического построения истории; 5. Навыки работы с инструментами визуализации данных (PowerPoint, Power BI, Tableau или другими); 6. Знание SQL для сложных запросов; 7. Умение работать в команде и передавать результаты своей работы другим специалистам. А самое главное - умение презентовать результаты анализов, коммуницировать с внутренними заказчиками и внешними партнерами Твоими преимуществами будет:  1. Опыт аналитики обратной связи от клиентов; 2. Навыки работы со статистическими данными и их интерпретации; 3. Умение писать код на Python для задач анализа данных; 4. Знание инструментов NPL . Условия:  График работы: 5/2, 9-часовой рабочий день, с гибким началом рабочего дня (8-11 утра по часовому поясу Москвы); Возможность работать как в офисе (в зависимости от города) или полностью удаленно; Оформление в соответствии с ТК РФ; Доход от 200 000 руб на руки, выплаты 3 раза в месяц; Перспективы профессионального и карьерного роста; Корпоративные мероприятия – онлайн/оффлайн. ",200000.0,
98487072,Data Analyst / Аналитик данных,2024-05-06T16:42:07+0300,https://hh.ru/vacancy/98487072,Открытая,Московская Биржа,,Москва,От 1 года до 3 лет,"['SQL', 'Power BI', 'DWH', 'Анализ данных']",Полный день,Полная занятость,"В 2022 году Московской бирже исполнилось 30 лет. Мы появились вместе с современной Россией и за эти годы с нуля создали рынок инвестиций. Сегодня миллионы людей и тысячи компаний доверяют нам и пользуются нашей инфраструктурой.  Ежедневно на наших торговых платформах совершаются миллионы транзакций в минуту – без задержек, без перебоев. Мы храним в депозитарии цифровые записи о каждом активе, который торгуется на бирже. Мы следим за тем, чтобы все операции соответствовали правилам торгов и требованиям регуляторов.  А еще мы активно развиваемся и давно вышли за рамки классического биржевого бизнеса.  Мы разрабатываем и поддерживаем платформы, которые соединяют финансовые компании и клиентов, Мы идем на внебиржевой рынок и создаем на нем удобные сервисы, Мы открываем новые возможности для инвесторов, корпораций, банков. Мы развиваем финансовую культуру страны.  В #moexteam уже больше 2200 человек: ИТ-специалисты и эксперты по развитию рынков, продуктовые и проектные менеджеры, финансисты и юристы, маклеры и многие другие. Мы разные, но всех нас объединяет общая цель – помочь людям и компаниям управлять деньгами, используя передовые технологии и знания. В Управлении развития клиентской базы открыта вакансия «Аналитик данных» (на финансовую платформу Финуслуги). Чем предстоит заниматься  Разработка системы метрик и дашбордов для продуктовой аналитики инвестиционных продуктов и проектов обучения инвестициям Реализация отчетов на DWH Визуализация отчетности и данных в BI Участие в развитии DWH/BI Формирование заключений и гипотез по итогам проведенного анализа.  Мы ожидаем от вас  Опыт работы аналитиком данных от 2-х лет Опыт визуализации отчетности в специализированном ПО (Tableau, Microstrategy, Power BI и др.) Уверенное знание SQL Опыт создания и автоматизации отчетности Приветствуется опыт участия в проектах создания корпоративных хранилищ/аналитических витрин.   ",,
98535003,Middle / Junior Data Analyst,2024-05-07T11:36:04+0300,https://hh.ru/vacancy/98535003,Открытая,СБЕР,Сбер для экспертов,Москва,От 1 года до 3 лет,[],Полный день,Полная занятость,"Команда проектирования и разработки навыков виртуального ассистента &quot;Салют&quot; ищет продуктового аналитика данных. Ежемесячно более 5 млн пользователей используют навыки ассистента, в результате чего мы получаем сотни миллионов строк данных, которые описывают клиентский опыт. Мы ищем Data Analyst для работы с данными в продуктовой команде, для проверки аналитических гипотез и гипотез через А/B тестирование, для поиска инсайтов в данных и точек роста Обязанности  Анализ воронок клиентских путей в продукте Проводить исследования, проверять гипотезы команды Генерация гипотез, поиск точек роста продукта на основе данных истории взаимодействия пользователей Прототипирование дэшбордов и написание аналитических отчетов  Требования  Владение SQL/Python для обработки и анализа данных Знания статистики для работы с гипотезами и доверительными интервалами Умение работать с большими массивами данных Навыки презентации и визуализации  Будет плюсом:  Опыт работы с NLP библиотеками, т.к. иногда придется работать с текстовыми данными Опыт работы с контактными центрами и автоматизацией обслуживания обращений Разбираетесь в основах ML, понимаете принципы работы голосовых и текстовых ассистентов  Условия  БК Президент Плаза, Кутузовский 32к1, метро/МЦК Кутузовская, опенспейс Профессиональное обучение, семинары, тренинги, конференции ДМС, фитнес в офисе, программы лояльности для сотрудников ",,
98609274,Game Data Analyst (Игровой аналитик),2024-05-08T12:22:55+0300,https://hh.ru/vacancy/98609274,Открытая,Глушков Семен Андреевич,,Новосибирск,От 1 года до 3 лет,"['Python', 'SQL', 'Математическая статистика']",Полный день,Полная занятость,"Обязанности:   Анализ баланса и экономики игры   Сбор, обработка и анализ данных, предоставление аналитических выводов   Анализ эффективности изменений, их корректировка и оптимизация   Разработка практических рекомендаций по улучшению продукта на основе анализа данных о поведении игроков   анализ игрового рынка, поиск успешных игровых, социальных и монетизационных механик   использование sql, python, BI-систем для формирования отчетов, исследований и предложений по развитию внутренних продуктов компании   поиск и аргументированное обоснование решений для нестандартных или неформализованных задач   Требования:   Нацеленность на результат, умение работать в команде   Знание языков программирования для аналитики: SQL, DAX/ R/ Python   Знание математической статистики   Игровой опыт и интерес к игровой индустрии   Условия:   Полная занятость   Свободу в выполнении задач, без микроменеджмента со стороны руководителя   Разнообразные и интересные задачи с заметным вкладом в проект   Удаленную работу или офис в центре г.Новосибирск   Рост заработной платы  ",40000.0,100000.0
98586846,Data Strategy Analyst,2024-05-08T07:32:45+0300,https://hh.ru/vacancy/98586846,Открытая,Axenix (ранее Accenture),,Москва,Нет опыта,[],Полный день,Полная занятость,"Компания Axenix (ранее Accenture) продолжает работу на российском рынке и аккумулирует 30-ти летний консалтинговый опыт внедрения инновационных решений.Наша экспертиза - стратегия и консалтинг, технологии и операции, направленные на цифровизацию бизнеса. В своей деятельности мы сочетаем обширные знания, опыт в различных отраслях и глубокое понимание специфики и возможностей российского бизнеса. Офисы компании находятся в Москве, Твери и Ростове-на-Дону, Алматы и Ереване.Помимо этого, у нас есть команды в Санкт-Петербурге, Краснодаре и Воронеже, а также сотрудники, работающие удаленно из разных регионов.Обязанности:  Помощь в предоставлении стратегических консультаций и реализации проектов по трансформации бизнеса с помощью инновационных процессов и решений в области данных и искусственного интеллекта (ключевые индустрии – телеком, IT, гос сектор) Проведение исследований рынка больших данных и искусственного интеллекта, стратегических подходов к регулированию сферы и подходов к управлению данными и монетизации данных в различных странах и индустриях Участие в разработке, расчете и защите коммерческих предложений для клиентов Сбор, анализ и формализация требований от бизнеса в части стратегии данных и аналитики / дата-ёмких бизнес-кейсов / инструментов управления данными Оценка текущего состояния функции данных и аналитики с использованием общепризнанных мировых подходов (DAMA, DCAM, и пр.), формулировка целевого состояние, проработка карты инициатив по достижению целевого состояния совместно с представителями клиента Проведение детального анализа данных в предметной области клиента с использованием внутренних и внешних источников информации, контентное наполнение и актуализация бизнес-глоссария/ каталога данных Помощь в создании и поддержании систем управления данными, участие в планировании и разработке стратегии клиента, разработке и преобразовании корпоративных процессов, составлении планов, концепций высокоуровневой архитектуры в области Data &amp; AI Разработка технической документации решений, оформление результатов исследований, разработанных стратегий и сопроводительных исследований в презентационные материалы  Требования:  Фундаментальное понимание аналитики данных, искусственного интеллекта и разработки стратегии и стремление развивать карьеру в сфере консалтинга Высшее образование одного из ведущих университетов, предпочтительно – технические (Информационные технологии, Прикладная математика, и пр.) или бизнес-специальности (Бизнес-информатика, Экономика, и пр.) Практический опыт работы в сфере анализа данных, управления данными, бизнес-исследований, консалтинге и других смежных областях Знание основ методологии управления данными, мировых подходов к управлению данными (DAMA, DCAM, и пр.) Продвинутый уровень владения PowerPoint и Excel Знание английского языка – от B1 и выше  Тебе будет у нас интересно, если ты: Нестандартно мыслишь Умеешь экспериментировать Готов убеждать и отстаивать свою точку зрения Не боишься предлагать и продвигать новые решения Готов эффективно работать в среде многообразия опыта и культур Импровизируешь и быстро приспосабливаешься к изменениям Ориентирован на личный и командный успех Хочешь создавать эффективную рабочую среду и вдохновлять команду на достижение высоких результатов Мы предлагаем:  Конкурентоспособный уровень дохода и регулярное повышение по результатам Performance Review Гибридный график работы ДМС с первого дня работы, включая стоматологию, для сотрудника и его семьи Дополнительные 5 дней оплачиваемого отпуска в год Ежемесячная денежная компенсация на питание/содержание автомобиля Программа корпоративных привилегий PrimeZone (более 1000 ведущих поставщиков продуктов и услуг) Возможность обучения и сертификации за счет компании Спортивные и развлекательные мероприятия за счет компании Корпоративная техника. ",,
98597431,Аналитик данных,2024-05-08T10:15:04+0300,https://hh.ru/vacancy/98597431,Открытая,Полюс,,Владивосток,Нет опыта,[],Полный день,Полная занятость,"Обязанности:  Выгрузка и консолидация аналитической и управленческой отчетности по запросу Заказчика (преимущественно экономическое направление); Автоматизация/роботизация бизнес-процессов Заказчика; Формирование баз распределения затрат на основании учетных систем; Подготовка решений для сложных и нестандартных запросов Заказчика; Подготовка презентационных материалов по результатам задач для Заказчика; Участие в переговорах с Заказчиком с целью обсуждения статуса задач.  Требования:  Высшее образование в сфере технических наук; Способность погрузиться в бизнес-процесс Заказчика с целью выявления «болевых точек» Навыки работы с большим массивом информации, эффективной коммуникации, аналитический склад ума и умение работать в команде; Готовность к редким командировкам.  Условия:  Работа в стабильной и активно развивающейся Компании; Трудоустройство согласно ТК РФ, стабильная заработная плата, состоящая из окладной и премиальной частей; ДМС, включая стоматологию и страхование жизни; Профессиональное развитие и обучение.  Конкурентные преимущества:  Владение инструментами и надстройками MS Excel (Power Query, Power Pivot); Базовые знания основ программирования и опыт работы в 1C и SAP. ",,
93365519,Аналитик данных/BI аналитик,2024-05-06T10:42:40+0300,https://hh.ru/vacancy/93365519,Открытая,RUTUBE,,Москва,От 1 года до 3 лет,"['SQL', 'Python', 'Анализ данных']",Полный день,Полная занятость,"RUTUBE - Крупнейший российский видеохостинг, где собраны различные категории видео: премьерные выпуски шоу и сериалов, прямые эфиры телеканалов, фильмы и мультфильмы, контент видеоблогеров. Мы стремимся сделать лучший видеосервис на базе высокотехнологичных решений, исследований и аналитики, который позволит смотреть качественный лицензионный контент, адаптированный под каждого пользователя. Сейчас нам требуется аналитик данных/BI аналитик, способный быстро погрузиться в задачи и усилить нашу команду. Задачи:   Автоматизация репортинга по ключевым направлениям; Полный цикл разработки аналитических отчетов/дашбордов в BI-системах: выявление потребностей, формирование требований, разработка, поддержка; Участие в формировании требований к витринам DWH; Контроль качества данных. Анализ аномалий и отклонений в данных, влияющих на метрики компании; Синхронизация показателей в различных в дашбордах; Обучение и консультирование пользователей по работе с дашбордами; Корректировка и поддержка текущих дашбордов; Взаимодействие с различными отделами: DWH, инфраструктуры, бизнес-подразделениями (продукт, маркетинг, финансы), а также с аналитическими командами в рамках дирекции (продуктовый анализ, контентная аналитика, digital аналитика); Ведение документации, базы знаний (Confluence); Как же без наших любимых ad-hoc :).  Наши ожидания:  Опыт работы в аналитике от 2х лет; Опыт работы с BI-инструментами (Tableau/ Power BI/ Redash/ Superset/ Data Lens / Fine BI); SQL (оконные функции, join’ы);  Опыт работы с инструментами веб/апп аналитики обязателен (Яндекс Метрика/AppMetrica);   Владение Python или R (библиотеки для анализа данных) будет преимуществом;   Наше предложение:  Работа в одном из крупнейших медийных холдингов страны; Удобный смарт офис в БЦ &quot;Алкон&quot; (м. Сокол); Гибридный формат работы; Оформление по ТК РФ; ДМС; Позитивная, неформальная атмосфера в коллективе; Заработная плата обсуждается индивидуально с каждым кандидатом. ",,
98371028,Аналитик данных - мониторинг цен,2024-05-06T20:12:23+0300,https://hh.ru/vacancy/98371028,Открытая,BRANDPOL,,Екатеринбург,Нет опыта,"['Анализ данных', 'MS Excel', 'Аналитическое мышление', 'Работа в команде', 'Мониторинг цен', 'Мониторинг рынка', 'Алгоритмы', 'Управление проектами', 'Аналитические исследования', 'Сбор и анализ информации', 'Аналитика']",Полный день,Полная занятость,"Мы международная команда единомышленников: юристов, маркетологов и разработчиков программных продуктов, которая ежедневно создает уникальный продукт , призванный защищать потребителей и производителей товаров и услуг по всему миру на всех языках и на всех интернет-площадках. Мы создаем совершенно новый цифровой поход для обеспечения экономических интересов производителей и потребителей по всему миру, основанный на глубоком понимании цифровой трансформации реальности.   В отдел аналитики мы ищем специалиста со знанием средств сбора и анализа данных для решения серьезных интересных задач по исследованию интернет-пространства (поиск поддельной продукции, исследование рынков продаж различных товаров и услуг, анализ конкурентов).Что нам нужно от вас:  Знание Excel; Знание и понимание из чего состоит веб-страница (HTML, CSS, JS); Умение понять какую задачу, каким инструментом решить эффективнее Желание постоянно развиваться в сфере анализа данных – придумывать нестандартные решения, пробовать работать с новыми инструментами на основе проанализированных данных.  Чем вы будете заниматься:  Исследование рынка, конкурентов; Поиск, сбор и анализ информации на веб-ресурсах (мониторинг Интернета) автоматизированными средствами. Разработка алгоритмов сбора и обработки информации; Общение с клиентами по техническим вопросам, связанным с качеством вашей работы (как продукта, результата);  Чем вы не будете заниматься:  Писать программный код на Python, Node.JS,PHP, С# и прочее (у нас замечательный отдел разработки); Писать SQL запросы; Другими не системными задачами, выходящими за рамки Вашего бизнес-процесса  Что мы предлагаем вам:   Работа с реально крупнейшими российскими и международными брендами. Современный офис в самом центре города; Очень дружный коллектив; Корпоративное обучение передовыми методами; График работы с 10 до 19 пн-пт; Понятный карьерный рост.   ",50000.0,70000.0
